device_ms,toe_L,heel_L,toe_R,heel_R
296909,,,824.0,908.0
296968,,,823.0,910.0
297029,,,825.0,911.0
297088,,,812.0,914.0
297149,,,775.0,915.0
297208,,,477.0,919.0
297268,,,373.0,921.0
297329,,,357.0,924.0
297388,,,335.0,920.0
297449,,,311.0,918.0
298163,,,827.0,912.0
298173,,,824.0,908.0
298199,,,825.0,911.0
298258,,,824.0,913.0
298319,,,819.0,913.0
298378,,,815.0,914.0
298439,,,785.0,912.0
298499,,,639.0,913.0
298588,,,352.0,921.0
298649,,,273.0,920.0
298708,,,302.0,916.0
298768,,,338.0,902.0
298829,,,437.0,766.0
298918,,,383.0,791.0
298979,,,366.0,789.0
299039,,,383.0,803.0
299098,,,325.0,819.0
299158,,,323.0,829.0
299218,,,345.0,838.0
299279,,,774.0,867.0
299338,,,804.0,885.0
299399,,,816.0,900.0
299458,,,820.0,903.0
299518,,,823.0,907.0
299579,,,823.0,907.0
299638,,,823.0,912.0
299699,,,819.0,911.0
299758,,,801.0,914.0
299819,,,667.0,916.0
299878,,,382.0,920.0
299939,,,255.0,919.0
299999,,,320.0,908.0
300058,,,251.0,804.0
300119,,,469.0,751.0
300178,,,522.0,751.0
300239,,,383.0,758.0
300298,,,374.0,777.0
300388,,,328.0,814.0
300449,,,366.0,828.0
300508,,,787.0,873.0
300569,,,809.0,894.0
300628,,,819.0,901.0
300689,,,824.0,908.0
300749,,,826.0,911.0
300809,,,822.0,913.0
300869,,,813.0,913.0
301374,,,459.0,768.0
301384,,,472.0,765.0
301409,,,488.0,773.0
301468,,,363.0,790.0
301529,,,327.0,805.0
301588,,,311.0,813.0
301649,,,312.0,820.0
301708,,,312.0,836.0
301769,,,746.0,856.0
301829,,,804.0,890.0
301888,,,813.0,898.0
301949,,,820.0,904.0
302039,,,824.0,907.0
302099,,,824.0,908.0
302159,,,825.0,912.0
302218,,,824.0,913.0
302278,,,814.0,913.0
302338,,,754.0,912.0
302399,,,370.0,918.0
302458,,,338.0,910.0
302519,,,342.0,899.0
302579,,,539.0,726.0
302638,,,435.0,775.0
302699,,,397.0,789.0
302758,,,373.0,788.0
302819,,,324.0,809.0
302878,,,313.0,812.0
302939,,,318.0,824.0
302999,,,642.0,821.0
303088,,,806.0,890.0
303149,,,816.0,905.0
303208,,,821.0,908.0
303269,,,822.0,907.0
303329,,,823.0,911.0
303389,,,822.0,912.0
303449,,,815.0,913.0
303508,,,796.0,913.0
303569,,,724.0,913.0
303628,,,424.0,920.0
303718,,,267.0,920.0
303779,,,344.0,904.0
303838,,,488.0,759.0
303899,,,403.0,791.0
303958,,,394.0,772.0
304019,,,376.0,751.0
304079,,,348.0,774.0
304583,,,826.0,915.0
304593,,,822.0,911.0
304619,,,819.0,911.0
304708,,,807.0,913.0
304769,,,781.0,912.0
304829,,,720.0,916.0
304918,,,402.0,921.0
304979,,,282.0,919.0
305039,,,304.0,906.0
305099,,,300.0,793.0
305159,,,371.0,790.0
305219,,,440.0,788.0
305279,,,352.0,740.0
305338,,,345.0,753.0
305398,,,335.0,784.0
305458,,,342.0,812.0
305519,,,333.0,828.0
305579,,,758.0,859.0
305668,,,809.0,894.0
305729,,,823.0,907.0
305819,,,826.0,911.0
305878,,,823.0,913.0
305939,,,818.0,914.0
305999,,,807.0,915.0
306059,,,777.0,916.0
306119,,,663.0,916.0
306179,,,385.0,920.0
306239,,,331.0,918.0
306298,,,283.0,911.0
306359,,,309.0,846.0
306418,,,349.0,781.0
306479,,,475.0,756.0
306539,,,413.0,732.0
306599,,,382.0,724.0
306688,,,333.0,780.0
306749,,,335.0,812.0
306809,,,358.0,825.0
306899,,,802.0,886.0
306958,,,816.0,900.0
307049,,,822.0,908.0
307109,,,823.0,909.0
307199,,,823.0,911.0
307259,,,819.0,916.0
307349,,,780.0,915.0
307409,,,565.0,917.0
307512,,,312.0,919.0
308183,,,810.0,892.0
308193,,,808.0,892.0
308219,,,813.0,900.0
308279,,,823.0,907.0
308369,,,825.0,911.0
308429,,,824.0,912.0
308489,,,817.0,913.0
308549,,,807.0,913.0
308609,,,765.0,915.0
308668,,,573.0,914.0
308729,,,351.0,920.0
308819,,,282.0,918.0
308922,,,297.0,827.0
308939,,,277.0,746.0
308999,,,375.0,797.0
309089,,,347.0,789.0
309179,,,338.0,810.0
309269,,,350.0,817.0
309329,,,345.0,833.0
309389,,,774.0,866.0
309449,,,807.0,892.0
309509,,,818.0,903.0
309569,,,825.0,906.0
309629,,,824.0,910.0
309689,,,823.0,912.0
309749,,,813.0,913.0
309808,,,779.0,914.0
309869,,,532.0,917.0
309929,,,411.0,920.0
309989,,,280.0,920.0
310049,,,296.0,917.0
310109,,,316.0,900.0
310168,,,466.0,763.0
310229,,,367.0,792.0
310289,,,363.0,800.0
310349,,,333.0,808.0
310409,,,362.0,812.0
310469,,,358.0,815.0
310559,,,387.0,807.0
310619,,,801.0,885.0
310679,,,810.0,894.0
310739,,,816.0,899.0
310799,,,816.0,901.0
310859,,,819.0,904.0
310919,,,821.0,907.0
310979,,,818.0,909.0
311513,,,409.0,794.0
311523,,,408.0,789.0
311549,,,406.0,774.0
311609,,,375.0,759.0
311669,,,353.0,774.0
311729,,,343.0,795.0
311789,,,348.0,816.0
311849,,,437.0,799.0
311939,,,811.0,894.0
311999,,,816.0,900.0
312059,,,819.0,906.0
312119,,,821.0,905.0
312209,,,820.0,909.0
312269,,,821.0,909.0
312329,,,813.0,913.0
312419,,,729.0,913.0
312479,,,407.0,920.0
312539,,,306.0,919.0
312642,,,327.0,889.0
312659,,,304.0,841.0
312719,,,427.0,765.0
312809,,,458.0,727.0
312899,,,389.0,695.0
312959,,,369.0,729.0
313019,,,322.0,778.0
313079,,,329.0,828.0
313139,,,721.0,849.0
313199,,,806.0,892.0
313259,,,811.0,899.0
313319,,,814.0,903.0
313379,,,818.0,904.0
313469,,,817.0,909.0
313529,,,810.0,909.0
313619,,,783.0,914.0
313679,,,675.0,914.0
313769,,,362.0,921.0
313829,,,294.0,918.0
313889,,,304.0,907.0
313949,,,293.0,738.0
314009,,,349.0,782.0
314069,,,409.0,777.0
314129,,,377.0,739.0
314189,,,361.0,756.0
314250,,,332.0,775.0
314309,,,340.0,809.0
314369,,,334.0,838.0
314874,,,779.0,917.0
314884,,,769.0,915.0
314909,,,732.0,914.0
314969,,,458.0,917.0
315029,,,351.0,921.0
315089,,,347.0,917.0
315149,,,295.0,911.0
315209,,,295.0,867.0
315269,,,355.0,784.0
315330,,,414.0,784.0
315389,,,364.0,728.0
315479,,,367.0,734.0
315540,,,330.0,769.0
315599,,,331.0,816.0
315659,,,340.0,820.0
315719,,,789.0,873.0
315779,,,808.0,895.0
315839,,,818.0,905.0
315929,,,818.0,912.0
315989,,,808.0,914.0
316049,,,777.0,914.0
316109,,,676.0,916.0
316169,,,441.0,919.0
316259,,,321.0,920.0
316349,,,270.0,915.0
316409,,,299.0,907.0
316469,,,252.0,773.0
316529,,,343.0,792.0
316620,,,371.0,797.0
316679,,,326.0,801.0
316739,,,328.0,812.0
316799,,,336.0,830.0
316859,,,347.0,840.0
316919,,,349.0,849.0
316979,,,767.0,867.0
317040,,,805.0,888.0
317099,,,816.0,901.0
317189,,,824.0,910.0
317250,,,821.0,911.0
317339,,,815.0,912.0
317429,,,790.0,913.0
317489,,,667.0,916.0
317549,,,410.0,919.0
317609,,,260.0,922.0
317669,,,257.0,920.0
317729,,,267.0,918.0
318234,,,742.0,859.0
318244,,,759.0,863.0
318330,,,807.0,890.0
318389,,,815.0,901.0
318450,,,819.0,907.0
318552,,,820.0,911.0
318599,,,813.0,913.0
318660,,,792.0,915.0
318719,,,734.0,914.0
318779,,,460.0,919.0
318839,,,326.0,921.0
318899,,,319.0,917.0
318959,,,270.0,912.0
319019,,,289.0,823.0
319080,,,336.0,787.0
319139,,,393.0,782.0
319200,,,333.0,756.0
319259,,,308.0,754.0
319349,,,312.0,789.0
319410,,,325.0,823.0
319469,,,525.0,806.0
319529,,,799.0,885.0
319589,,,811.0,894.0
319649,,,818.0,906.0
319709,,,823.0,911.0
319769,,,819.0,913.0
319830,,,807.0,914.0
319889,,,785.0,915.0
319950,,,713.0,917.0
320009,,,486.0,919.0
320069,,,415.0,920.0
320129,,,372.0,918.0
320219,,,274.0,915.0
320280,,,326.0,904.0
320370,,,321.0,790.0
320429,,,352.0,781.0
320490,,,360.0,746.0
320549,,,367.0,747.0
320609,,,324.0,771.0
320669,,,324.0,802.0
320759,,,321.0,833.0
320819,,,792.0,880.0
320879,,,804.0,889.0
320939,,,815.0,901.0
321030,,,821.0,910.0
321089,,,822.0,909.0
321804,,,363.0,724.0
321814,,,374.0,726.0
321839,,,358.0,739.0
321899,,,337.0,778.0
321959,,,339.0,809.0
322019,,,381.0,832.0
322080,,,779.0,868.0
322139,,,808.0,894.0
322243,,,820.0,909.0
322259,,,823.0,907.0
322320,,,821.0,912.0
322379,,,815.0,913.0
322439,,,801.0,914.0
322530,,,695.0,917.0
322589,,,453.0,919.0
322649,,,365.0,921.0
322709,,,295.0,921.0
322799,,,297.0,905.0
322860,,,288.0,790.0
322919,,,333.0,790.0
323023,,,363.0,737.0
323040,,,361.0,738.0
323099,,,339.0,756.0
323160,,,333.0,788.0
323250,,,339.0,829.0
323339,,,771.0,869.0
323400,,,807.0,891.0
323490,,,818.0,905.0
323549,,,820.0,907.0
323610,,,822.0,911.0
323669,,,818.0,912.0
323729,,,813.0,914.0
323790,,,792.0,915.0
323849,,,717.0,915.0
323910,,,451.0,920.0
323969,,,360.0,920.0
324030,,,325.0,919.0
324089,,,308.0,906.0
324150,,,301.0,776.0
324209,,,343.0,796.0
324269,,,360.0,789.0
324330,,,371.0,784.0
324419,,,326.0,811.0
324479,,,339.0,817.0
324540,,,353.0,830.0
324599,,,738.0,853.0
325104,,,743.0,919.0
325114,,,712.0,915.0
325139,,,494.0,920.0
325200,,,331.0,921.0
325259,,,327.0,917.0
325320,,,295.0,909.0
325409,,,335.0,820.0
325500,,,344.0,817.0
325559,,,323.0,819.0
325650,,,330.0,829.0
325709,,,343.0,833.0
325769,,,348.0,840.0
325830,,,723.0,852.0
325889,,,800.0,881.0
325950,,,818.0,901.0
326009,,,823.0,906.0
326099,,,823.0,910.0
326160,,,823.0,912.0
326219,,,821.0,910.0
326280,,,807.0,914.0
326339,,,752.0,915.0
326400,,,442.0,919.0
326459,,,307.0,921.0
326520,,,268.0,918.0
326610,,,310.0,866.0
326669,,,280.0,816.0
326730,,,278.0,815.0
326820,,,292.0,831.0
326879,,,297.0,837.0
326940,,,317.0,838.0
327030,,,294.0,845.0
327089,,,769.0,867.0
327150,,,800.0,884.0
327209,,,811.0,898.0
327270,,,820.0,908.0
327360,,,822.0,912.0
327462,,,804.0,913.0
327480,,,798.0,913.0
327540,,,774.0,914.0
327599,,,651.0,915.0
327660,,,457.0,920.0
327719,,,349.0,920.0
327780,,,292.0,921.0
327839,,,278.0,918.0
327900,,,252.0,876.0
327959,,,288.0,796.0
328464,,,818.0,899.0
328474,,,814.0,900.0
328500,,,818.0,901.0
328560,,,824.0,907.0
328620,,,821.0,907.0
328679,,,825.0,909.0
328770,,,819.0,911.0
328830,,,801.0,914.0
328889,,,746.0,914.0
328950,,,442.0,918.0
329009,,,315.0,922.0
329100,,,272.0,915.0
329160,,,317.0,878.0
329219,,,430.0,769.0
329310,,,366.0,788.0
329370,,,324.0,801.0
329429,,,326.0,810.0
329490,,,319.0,818.0
329593,,,342.0,839.0
329610,,,544.0,833.0
329669,,,797.0,880.0
329759,,,815.0,900.0
329820,,,824.0,907.0
329879,,,825.0,912.0
329940,,,822.0,911.0
330000,,,815.0,913.0
330060,,,799.0,911.0
330120,,,737.0,914.0
330180,,,472.0,921.0
330240,,,367.0,922.0
330330,,,289.0,920.0
330390,,,336.0,908.0
330450,,,478.0,674.0
330553,,,380.0,767.0
330570,,,376.0,767.0
330629,,,398.0,780.0
330690,,,396.0,787.0
330750,,,398.0,795.0
330810,,,350.0,816.0
330870,,,388.0,825.0
330930,,,772.0,867.0
330990,,,800.0,885.0
331049,,,810.0,894.0
331110,,,816.0,901.0
331169,,,818.0,901.0
331230,,,821.0,908.0
331944,,,350.0,791.0
331954,,,335.0,794.0
331980,,,306.0,797.0
332040,,,312.0,809.0
332100,,,325.0,824.0
332160,,,741.0,852.0
332263,,,806.0,887.0
332280,,,809.0,890.0
332339,,,819.0,903.0
332400,,,822.0,905.0
332459,,,822.0,905.0
332520,,,823.0,908.0
332580,,,820.0,910.0
332640,,,800.0,912.0
332700,,,649.0,915.0
332760,,,408.0,922.0
332820,,,307.0,921.0
332879,,,309.0,919.0
332970,,,284.0,794.0
333030,,,367.0,770.0
333089,,,370.0,794.0
333150,,,406.0,781.0
333209,,,409.0,793.0
333270,,,352.0,812.0
333330,,,326.0,823.0
333390,,,378.0,835.0
333450,,,793.0,881.0
333553,,,813.0,897.0
333570,,,816.0,902.0
333629,,,820.0,903.0
333690,,,822.0,907.0
333750,,,822.0,909.0
333810,,,817.0,911.0
333870,,,792.0,912.0
333959,,,469.0,919.0
334020,,,292.0,922.0
334080,,,385.0,916.0
334140,,,246.0,913.0
334200,,,296.0,871.0
334260,,,273.0,832.0
334320,,,289.0,822.0
334379,,,275.0,817.0
334440,,,307.0,817.0
334500,,,320.0,824.0
334560,,,322.0,833.0
334650,,,347.0,840.0
335155,,,799.0,916.0
335165,,,788.0,913.0
335190,,,752.0,913.0
335250,,,490.0,918.0
335310,,,393.0,920.0
335370,,,273.0,921.0
335430,,,300.0,914.0
335490,,,296.0,826.0
335550,,,346.0,783.0
335610,,,397.0,796.0
335669,,,360.0,815.0
335760,,,362.0,827.0
335820,,,364.0,833.0
335880,,,365.0,843.0
335940,,,746.0,863.0
336000,,,802.0,884.0
336059,,,808.0,892.0
336120,,,818.0,900.0
336180,,,819.0,904.0
336240,,,823.0,910.0
336300,,,814.0,912.0
336360,,,752.0,914.0
336419,,,454.0,918.0
336480,,,452.0,921.0
336570,,,402.0,923.0
336630,,,392.0,922.0
336690,,,299.0,917.0
336750,,,286.0,904.0
336810,,,277.0,845.0
336870,,,317.0,840.0
336930,,,309.0,852.0
336990,,,300.0,851.0
337050,,,338.0,837.0
337110,,,776.0,879.0
337170,,,806.0,901.0
337230,,,812.0,906.0
337320,,,815.0,907.0
337380,,,817.0,910.0
337440,,,818.0,908.0
337500,,,819.0,908.0
337560,,,820.0,911.0
337620,,,820.0,910.0
337646,380.0,798.0,,
337670,447.0,793.0,,
337680,555.0,795.0,820.0,910.0
337690,581.0,812.0,,
337700,541.0,813.0,,
337710,523.0,816.0,,
337720,511.0,812.0,,
337730,534.0,804.0,,
337740,540.0,804.0,,
337750,540.0,808.0,,
337760,545.0,805.0,,
337770,553.0,806.0,820.0,907.0
337780,562.0,808.0,,
337790,562.0,812.0,,
337800,557.0,814.0,,
337810,565.0,813.0,,
337820,568.0,816.0,,
337830,571.0,817.0,819.0,907.0
337840,574.0,822.0,,
337850,568.0,830.0,,
337860,565.0,834.0,,
337870,553.0,841.0,,
337880,540.0,832.0,,
337890,526.0,850.0,819.0,907.0
337900,501.0,853.0,,
337910,494.0,855.0,,
337920,499.0,860.0,,
337930,497.0,860.0,,
337940,491.0,861.0,,
337950,494.0,861.0,,
337960,503.0,860.0,,
337970,509.0,860.0,,
337980,511.0,862.0,,
337990,508.0,863.0,,
338000,517.0,866.0,,
338010,518.0,862.0,,
338020,525.0,863.0,,
338030,538.0,864.0,,
338040,540.0,861.0,,
338050,540.0,863.0,,
338060,550.0,863.0,,
338070,607.0,839.0,,
338080,686.0,862.0,,
338090,739.0,858.0,,
338100,760.0,873.0,,
338110,767.0,877.0,,
338120,778.0,880.0,,
338359,807.0,911.0,,
338369,801.0,911.0,,
338379,804.0,912.0,,
338389,805.0,911.0,,
338395,,,763.0,865.0
338399,805.0,912.0,,
338405,,,774.0,868.0
338409,802.0,912.0,,
338419,805.0,912.0,,
338429,803.0,911.0,,
338430,,,789.0,875.0
338439,804.0,912.0,,
338449,803.0,912.0,,
338459,804.0,911.0,,
338469,804.0,913.0,,
338479,805.0,914.0,,
338489,804.0,915.0,,
338499,804.0,913.0,,
338509,799.0,913.0,,
338519,798.0,915.0,,
338520,,,814.0,899.0
338529,796.0,915.0,,
338539,795.0,915.0,,
338549,793.0,915.0,,
338559,790.0,913.0,,
338569,785.0,916.0,,
338579,780.0,914.0,,
338580,,,821.0,906.0
338589,774.0,914.0,,
338599,767.0,916.0,,
338609,755.0,915.0,,
338619,738.0,914.0,,
338629,717.0,915.0,,
338639,687.0,915.0,,
338640,,,823.0,909.0
338649,658.0,916.0,,
338659,603.0,916.0,,
338669,527.0,915.0,,
338679,516.0,917.0,,
338689,517.0,920.0,,
338699,498.0,919.0,,
338700,,,821.0,910.0
338709,491.0,917.0,,
338719,497.0,919.0,,
338729,478.0,920.0,,
338739,443.0,921.0,,
338749,448.0,918.0,,
338759,419.0,919.0,,
338760,,,804.0,912.0
338769,416.0,917.0,,
338779,391.0,919.0,,
338789,360.0,917.0,,
338799,322.0,919.0,,
338809,318.0,919.0,,
338820,,,791.0,916.0
338910,,,770.0,914.0
338970,,,711.0,915.0
339048,520.0,814.0,,
339058,527.0,815.0,,
339060,,,476.0,920.0
339068,537.0,812.0,,
339078,544.0,812.0,,
339088,555.0,814.0,,
339098,556.0,817.0,,
339108,564.0,821.0,,
339118,564.0,822.0,,
339120,,,458.0,921.0
339128,562.0,826.0,,
339138,558.0,830.0,,
339148,546.0,833.0,,
339158,535.0,839.0,,
339168,511.0,843.0,,
339178,500.0,846.0,,
339179,,,339.0,919.0
339188,489.0,850.0,,
339234,458.0,856.0,,
339240,,,303.0,917.0
339293,473.0,856.0,,
339300,,,285.0,906.0
339360,,,308.0,834.0
339384,771.0,877.0,,
339420,,,307.0,804.0
339444,790.0,893.0,,
339480,,,316.0,813.0
339504,800.0,906.0,,
339540,,,332.0,821.0
339564,802.0,909.0,,
339600,,,319.0,826.0
339654,804.0,911.0,,
339690,,,344.0,829.0
339714,803.0,913.0,,
339750,,,335.0,831.0
339774,794.0,916.0,,
339810,,,334.0,839.0
339833,769.0,915.0,,
339870,,,755.0,856.0
339894,685.0,914.0,,
339930,,,800.0,885.0
339954,473.0,919.0,,
339990,,,810.0,896.0
340014,391.0,920.0,,
340050,,,819.0,905.0
340074,347.0,917.0,,
340110,,,822.0,905.0
340134,481.0,907.0,,
340194,459.0,794.0,,
340200,,,823.0,910.0
340254,542.0,830.0,,
340303,,,816.0,911.0
340314,527.0,798.0,,
340350,,,798.0,913.0
340374,522.0,768.0,,
340434,540.0,809.0,,
340440,,,676.0,916.0
340494,482.0,842.0,,
340500,,,429.0,918.0
340554,495.0,855.0,,
340560,,,389.0,917.0
340614,626.0,842.0,,
340620,,,246.0,910.0
340674,786.0,889.0,,
340680,,,318.0,881.0
340734,793.0,899.0,,
340770,,,366.0,782.0
340794,800.0,907.0,,
340860,,,370.0,782.0
340884,804.0,909.0,,
340920,,,375.0,794.0
340974,803.0,912.0,,
340980,,,364.0,803.0
341034,801.0,914.0,,
341041,,,358.0,818.0
341094,789.0,915.0,,
341100,,,369.0,828.0
341154,749.0,915.0,,
341160,,,693.0,836.0
341220,,,797.0,881.0
341280,,,806.0,892.0
341785,,,528.0,918.0
341795,,,457.0,919.0
341820,,,440.0,919.0
341880,,,427.0,916.0
341899,746.0,876.0,,
341909,766.0,876.0,,
341934,784.0,883.0,,
341940,,,270.0,909.0
341994,790.0,896.0,,
342000,,,367.0,887.0
342054,798.0,906.0,,
342060,,,343.0,815.0
342114,801.0,910.0,,
342121,,,382.0,799.0
342174,800.0,911.0,,
342210,,,367.0,816.0
342234,798.0,913.0,,
342270,,,379.0,812.0
342324,775.0,914.0,,
342331,,,365.0,825.0
342384,698.0,912.0,,
342390,,,347.0,837.0
342444,487.0,917.0,,
342450,,,340.0,847.0
342504,353.0,919.0,,
342541,,,768.0,859.0
342593,340.0,911.0,,
342600,,,803.0,885.0
342654,469.0,889.0,,
342660,,,814.0,900.0
342714,488.0,844.0,,
342720,,,819.0,903.0
342774,479.0,828.0,,
342824,,,821.0,907.0
342834,498.0,831.0,,
342840,,,823.0,909.0
342894,536.0,843.0,,
342900,,,822.0,912.0
342960,,,822.0,911.0
342984,495.0,855.0,,
343020,,,817.0,911.0
343044,506.0,852.0,,
343081,,,797.0,913.0
343104,521.0,860.0,,
343165,762.0,872.0,,
343170,,,624.0,916.0
343224,790.0,890.0,,
343230,,,389.0,922.0
343284,796.0,902.0,,
343291,,,342.0,919.0
343344,801.0,907.0,,
343350,,,305.0,916.0
343404,806.0,909.0,,
343411,,,344.0,902.0
343464,806.0,911.0,,
343470,,,344.0,792.0
343524,804.0,911.0,,
343530,,,355.0,787.0
343584,800.0,913.0,,
343589,,,387.0,776.0
343644,788.0,915.0,,
343650,,,390.0,786.0
343705,735.0,913.0,,
343710,,,369.0,798.0
343764,517.0,914.0,,
343770,,,337.0,812.0
343824,372.0,917.0,,
343831,,,354.0,815.0
343884,352.0,916.0,,
343920,,,758.0,856.0
343944,475.0,897.0,,
343980,,,802.0,886.0
344004,544.0,824.0,,
344041,,,811.0,895.0
344064,515.0,815.0,,
344100,,,818.0,904.0
344125,522.0,798.0,,
344184,554.0,805.0,,
344190,,,822.0,904.0
344245,532.0,827.0,,
344250,,,820.0,908.0
344304,446.0,841.0,,
344310,,,817.0,914.0
344371,,,786.0,913.0
344394,507.0,850.0,,
344430,,,521.0,920.0
344455,779.0,882.0,,
344490,,,363.0,920.0
344544,798.0,905.0,,
344550,,,277.0,918.0
344604,804.0,909.0,,
344665,803.0,912.0,,
345199,445.0,839.0,,
345209,417.0,826.0,,
345234,519.0,837.0,,
345294,492.0,828.0,,
345325,,,826.0,912.0
345335,,,823.0,907.0
345354,511.0,813.0,,
345360,,,820.0,907.0
345415,525.0,824.0,,
345420,,,820.0,911.0
345474,484.0,844.0,,
345510,,,776.0,911.0
345535,478.0,853.0,,
345570,,,528.0,916.0
345594,466.0,861.0,,
345630,,,378.0,921.0
345654,611.0,847.0,,
345720,,,277.0,918.0
345745,790.0,893.0,,
345780,,,320.0,905.0
345804,800.0,907.0,,
345840,,,341.0,812.0
345864,803.0,910.0,,
345900,,,362.0,807.0
345924,805.0,912.0,,
345984,802.0,911.0,,
345991,,,344.0,782.0
346044,798.0,913.0,,
346050,,,363.0,771.0
346110,,,333.0,794.0
346134,771.0,916.0,,
346170,,,354.0,814.0
346194,664.0,913.0,,
346230,,,351.0,819.0
346285,441.0,918.0,,
346291,,,739.0,842.0
346344,376.0,917.0,,
346350,,,805.0,891.0
346404,330.0,917.0,,
346411,,,813.0,900.0
346464,487.0,903.0,,
346470,,,822.0,910.0
346524,446.0,836.0,,
346531,,,825.0,911.0
346584,444.0,840.0,,
346590,,,825.0,915.0
346644,474.0,833.0,,
346650,,,829.0,916.0
346705,506.0,840.0,,
346709,,,829.0,913.0
346770,,,828.0,914.0
346794,435.0,864.0,,
346831,,,824.0,914.0
346854,452.0,863.0,,
346890,,,728.0,906.0
346915,583.0,823.0,,
346951,,,684.0,864.0
347004,790.0,889.0,,
347041,,,652.0,822.0
347064,798.0,904.0,,
347125,802.0,905.0,,
347130,,,653.0,825.0
347184,805.0,908.0,,
347220,,,775.0,875.0
347245,806.0,912.0,,
347310,,,805.0,900.0
347334,801.0,913.0,,
347371,,,813.0,904.0
347424,757.0,915.0,,
347430,,,819.0,906.0
347491,,,821.0,906.0
347514,525.0,916.0,,
347550,,,822.0,906.0
347575,445.0,918.0,,
347610,,,821.0,906.0
347634,332.0,920.0,,
347670,,,824.0,905.0
347694,473.0,907.0,,
347730,,,821.0,905.0
347785,497.0,817.0,,
347791,,,822.0,906.0
347850,,,822.0,907.0
347887,524.0,815.0,,
347904,524.0,820.0,,
347911,,,823.0,908.0
347964,474.0,848.0,,
347970,,,822.0,909.0
348024,440.0,859.0,,
348031,,,823.0,908.0
348090,,,821.0,909.0
348115,476.0,856.0,,
348180,,,823.0,910.0
348619,801.0,916.0,,
348629,794.0,915.0,,
348655,787.0,915.0,,
348685,,,831.0,912.0
348695,,,825.0,910.0
348714,730.0,914.0,,
348750,,,825.0,909.0
348774,524.0,917.0,,
348810,,,824.0,911.0
348833,465.0,919.0,,
348871,,,825.0,910.0
348894,383.0,919.0,,
348930,,,826.0,911.0
348955,362.0,916.0,,
349014,438.0,869.0,,
